category,location_name,post_name,requirement,responsibility,update_time
Technology,Shenzhen,28481-医疗机器学习平台专家工程师（深圳/北京）（深圳）,"● 计算机、人工智相关专业，硕士及以上学历，5年以上相关工作经验。
● 熟悉Linux开发环境，精通C/C++、Java、Python等至少一门编程语言，有较强动手能力。
● 熟悉Spark，Spark MLLib, Spark Streaming，Spark SQL的实时数据处理应用及内核原理 
● 精通目前常见的机器学习或者深度学习框架中的一个或者多个，比如Tensorflow， Pytorch, Caffe, SparkML等；
● 熟悉常见的机器学习模型算法，比如LR、GBDT、FM, Random Forest等；熟悉Deep Learning常见模型算法，如CNN/DNN/RNN/LSTM等；
● 熟悉大规模机器学习相关技术尤佳，比如BSP/SSP, 或者Data/Model Parallelism等常见分布式机器学习架构；了解CUDA/OpenCL 等高性能计算框架；了解常见的分布式编程语言及计算机体系结构；
● 有医疗知识图谱，医学术语NLP项目经验或开源机器学习平台贡献者优先考虑","● 负责医疗大数据机器学习平台的设计与开发，包括：平台架构设计，支持无监督，有监督，强化学习，及迁移学习等多种AI模型的pipeline建设；
● 构建医疗数据集成，数据挖掘，特征工厂，模型管理，训练及评估的一体化平台，持续提升平台易用性，满足多类用户的机器学习需求
● 改进机器学习平台对医疗场景的易用性，持续提升模型范畴，数据交换及模型参数的自动优化
● 积极追踪业内机器学习平台动态，优化内部技术方案，改进产品性能，不断推进AI架构升级及项目的应用","February 21,2021"
Technology,Beijing,CSIG16-路况ETA后台开发工程师,"1, 硕士以上学历, 有竞赛获奖经历优先
2, 深入理解计算机基本算法和数据结构
3, 熟练掌握C/C++编程语言, 熟悉shell/python脚本语言, 有良好的代码质量意识
4, 熟悉操作系统原理, 熟悉linux常见api, 熟练掌握linux环境下的多线程服务端编程技术.
5, 有机器学习经验优先
6, 有地图业务相关的后台研发经验优先","负责ETA和路况相关的线上服务的开发与维护。
负责离线数据与模型更新的自动化流程建设与维护。
基于海量用户信息对业务问题进行深入分析与优化改进。

","February 20,2021"
Technology,Shenzhen,30628-腾讯广告业务运维技术专家,"1、正规院校大学本科及以上学历，5年以上运维工作经验；
2、有海量运营产品的运维经验，做过大型运维自动化项目的owner并取得突出成绩
3、有结合业务实际场景，大型容灾容错系统的设计经验。并取得成果
4、对业界运维技术走势和趋势非常熟悉，在系统架构，容灾，性能优化等方面有丰富经验
5、精通linux、数据库、apache、PHP，hadoop，大数据等相关技术；有良好的网络、存储和计算机体系结构方面的知识
   精通C/Java/C++及perl/python/shell/php等各类脚本中任一种或几种的编程语言；
6、强烈的责任心，具有良好的学习/沟通协调/团队合作/抗压能力；
7、熟悉广告业务系统者优先","负责腾讯广告产品的业务运维规划，运维体系的建设及优化
负责腾讯广告全链路的容错容灾建设及优化，
负责腾讯广告全链路的架构优化及可运维性优化推动
负责腾讯广告运维技术的前瞻性研究；","February 19,2021"
Technology,Shenzhen,25927-游戏测试经理（深圳）,"本科以上学历，计算机相关专业，有3年以上游戏测试经验，有具有快速熟悉业务流程和优化，并建立完善质量体系的能力；
有全局观，对质量体系、流程、测试风险把握、测试范畴的定义有很好的理解和应用，具有移动互联网相关经验(Android、iOS)尤佳；
熟悉至少一门开发或者脚本语言，C++、C、C#、Java、PHP、Python等；
优秀的执行力和抗压能力，热爱游戏测试，乐于主动反馈和积极思考。","负责游戏整体的质量把控，制定测试计划方案、并跟踪实施，监控项目外网质量，并能及时响应突发问题；
负责优化、提高团队与项目组之间的良好沟通渠道，以及测试效率和输出质量；
负责分析业务测试需求，探索更多的测试手段和维度，帮助提升部门的测试质量、效率和深度；
负责游戏专项测试工具的开发、维护和完善。","February 21,2021"
Technology,Shenzhen,38663-小世界推荐策略高级研发工程师,"精通Golang/C++中至少一门语言，熟悉scala/python/java更佳；
熟悉前沿的推荐系统架构，有推荐/广告/搜索算法类系统建设经验尤佳；
熟悉spark/flink/hadoop/hbase等分布式计算技术，熟悉其运行机制和体系结构；
具备高性能、高可用分布式系统设计和架构能力；
具备一定的机器学习背景，了解常见的机器学习模型如LR/GBDT/FM的原理与应用，有算法相关项目开发经验；
善于发现问题解决问题，良好的编程习惯、优化意识、团队合作意识；","负责小世界内容、PYMK推荐系统架构的设计与实现；
负责推荐系统算法架构建设，AI模型应用工程开发；
深入理解产品业务，洞察用户需求，开发推荐策略；","February 19,2021"
Technology,Shenzhen,38663-小世界推荐算法高级工程师 ,"熟悉机器学习原理与算法，能熟练运用分类、回归、排序等模型解决相关问题；
有至少一年以上大型推荐系统实践经验，掌握业界推荐架构和前沿推荐算法追踪；
较强的动手能力，精通Python/c++/scala至少一门编程语言；
精通常用的机器学习模型、深度学习模型，有较好的特征sense；
具备基于大数据的分析解决问题的能力，熟悉spark/Hadoop/flink等大数据处理优先；
计算机相关专业硕士以上学历；","负责小世界内容推荐场景的推荐系统算法开发；
负责小世界PYMK推荐算法、关系链挖掘算法开发；
能深入理解产品业务，洞察用户需求，持续改进内容、社交方向推荐算法。","February 19,2021"
Technology,Shanghai,38663-高级图像算法研究员（计算摄影学方向）,"1、硕士及以上学历，计算摄影学，图像处理、模式识别、统计学习、信号处理、人工智能、计算机等相关专业或方向，数学功底扎实；
2、对以下几个领域中的某个方向有深入理解：图像/视频增强、降噪、超分、Inpainting、风格化等；
3、熟练掌握一门脚本语言，如Python；熟悉C++/C，熟悉opencv及数字图像处理；
4、熟练使用一种深度学习框架，如TensorFlow、PyTorch等；
5、良好的团队合作意识，思维活跃，能快速学习新知识，对技术研发富有激情；
6、2年以上工作经验。","1、负责中心拍摄类产品视觉相关算法攻坚和技术落地;
2、follow业内最新技术，甄别技术成熟度；","February 19,2021"
Technology,Shanghai,38663-后台开发工程师,"本科以上学历，2年以上Linux后台服务器开发经验； 
具备良好的编程能力，熟练掌握C++或python，熟悉网络编程，有扎实的数据结构和算法基础； 
对深度学习特别是计算机视觉领域有一定的涉猎，熟悉深度学习框架pytorch，有深度学习模型inference服务化的相关工作经验；
对后台服务性能优化、系统设计有一定的理解； 
有计算机视觉相关应用开发经验者优先；
思路清晰，具备良好的沟通能力和团队协作精神；","	• 负责视频、图像等场景AI项目后端服务开发，能力在手Q/微视中落地
	• 系统开发、技术攻坚和性能优化","February 19,2021"
Technology,Shenzhen,28603-微信支付商户后台开发工程师,"1.本科及以上学历，计算机软件或相关专业，2年以上后台实战开发工作经验；
2.具备良好的沟通表达能力、学习能力，思维敏捷，执行力力强，对待工作认真严谨、高度负责；
3.具备扎实的计算机相关基础知识、良好的问题定位、分析、解决能力；
4.掌握以下技术能力，并且至少在以下任意两项以上达到熟练水平：
C++，STL，Unix编程，网络编程，MySQL应用；PHP，Python，Linux脚本类处理工具；
5.具备分布式架构下业务系统的开发经验，了解分布式事务技术，了解业务系统的高可用、一致性的解决方案；
6.具备扎实的计算机相关基础知识、良好的问题定位、分析、解决能力；
7.具有电商、金融、ERP、支付类业务开发经验者优先；
8.熟悉JS、HTML、CSS等前端技术并有实践经验者优先。",以持续打造高安全，高稳定，高业务扩展性的国民工具微信支付为目标负责设计、实现和优化微信支付商户核心业务的开发,"February 19,2021"
Technology,Chengdu,22989-云数据库高级DBA（成都）,"精通MySQL/SQL Server/Oracle/PostgreSQL/MogonDB/Redis中的一种及以上数据库的运行机制和架构体系，精通数据库架构与设计，对数据库解决方案的优劣和适用场景有深入的理解，能够根据具体场景合理进行数据库选型和架构设计；
熟悉Linux，熟练掌握Java/Python/Perl/Golang等语言中的一种，可以通过编写程序解决工作中遇到的问题，具备良好的编程风格；
熟练掌握数据库性能优化技巧，能够定位全链路上的性能瓶颈（网络、CPU、IO、操作系统等），并推动解决问题；
具有3年以上项目需求分析、方案架构设计工作经验，具有大型行业应用架构经历以及较强的客户需求调研和需求分析能力者优先；
具备较强的抗压能力，有良好的服务意识；
良好的团队协作能力，喜欢有挑战的工作；
良好的沟通表达能力，具备优秀的文档能力，能够熟练编写各类技术文档；
 通过腾讯云技术认证或同等资格认证，腾讯云数据库TDSQL或Tbase资格认证的优先录取。","参与腾讯云云产品数据库的架构设计、交付及服务；
负责腾讯云数据库的自动化运维和改进，推动提升腾讯云云数据库产品的演进；
负责与腾讯云大客户针对数据库产品的技术沟通和支持，为大客户提供优质的技术服务。","February 23,2021"
