https://www.biqukan.cc/book/50783/,斗罗大陆4终极斗罗,唐家三少 / 著, 一万年后，冰化了。 斗罗联邦科考队在极北之地科考时发现了一个有着金银双色花纹的蛋，用仪器探察之后，发现里面居然有生命体征，..
https://www.biqukan.cc/book/56539/,牧龙师,乱 / 著, 这片大陆上任何生灵都有几率化龙。 传言每个生命都有自己的一道龙门，跃过之后，宛如苍穹日月，耀眼辉煌。 人也是如此。 ..
https://www.biqukan.cc/book/55710/,沧元图,我吃西红柿 / 著, 我叫孟川，今年十五岁，是东宁府“镜湖道院”的当代大师兄。 
https://www.biqukan.cc/book/50777/,斗罗大陆IV终极斗罗,唐家三少 / 著, 一万年后，冰化了。 斗罗联邦科考队在极北之地科考时发现了一个有着金银双色花纹的蛋，用仪器探察之后，发现里面居然有生命体征，..
https://www.biqukan.cc/book/2274/,帝霸,杀上苍穹 / 著, 这是实力为尊的时代，是一个等级森严唯有强者可以生存的时代。强者才有资格让别人遵守自己的戒律，也唯有强者，众人才会心甘情愿的惟..
https://www.biqukan.cc/book/1180/,唐土万里,特别白 / 著, 那年，大唐的军队向西走得很远......
https://www.biqukan.cc/book/50627/,无上丹尊,梦醒泪殇 / 著, 本是先天奇才，却因武魂被夺，血脉受损，沦为废物，夺取武魂之人，却被世人追捧，享受无上荣耀。一朝仙帝记忆觉醒，修五行仙法，凝聚..
https://www.biqukan.cc/book/1864/,逆剑狂神,一剑清新 / 著, 少年林轩，灵脉被封，遭人欺辱。偶得神秘小剑，开灵脉，练神功，悟无上剑道，演化攻伐圣术！一剑星辰灭，一剑鬼神惊！一剑在手，一世..
https://www.biqukan.cc/book/56642/,剑道第一仙,萧瑾瑜 / 著, 我是万古人间一剑修，诸天之上第一仙。 已有完本作品《符皇》《天骄战纪》 公众号：xiaojinyu233 
https://www.biqukan.cc/book/50628/,万界淘宝店,妙嫣酱 / 著, 【2020年度巨献，畅销都市爽文！】穷学生苏尘，误入万界淘宝店，从此穿越诸天万界送货，得到一个个超级红包！穿越《亮剑》《雪豹》，..
https://www.biqukan.cc/book/35756/,万界仙王,西门飘血 / 著, 是谁，动摇了星河呐，星屑都洒落了……叶枫，伸了个懒腰，拿起了神帚可以拾起星禾，边扫边乐呵可以轮转乾坤，让一切重来他的故事，我..
https://www.biqukan.cc/book/55103/,玄门遗孤,晓v俊 / 著, 一把桃木剑，一个罗盘，一把朱砂，斗恶鬼，捉僵尸，茅山遗孤，修炼传承道法，在走风云江湖。 茅山群号：327812766 茅山执事群..
https://www.biqukan.cc/book/38624/,超越狂暴升级,五十七五七 / 著, 【百万读者追读】【爽不爽，看过才知道。】 宅男唐易穿越获得系统逆袭。 废物？照样打得你满地找牙。 轻轻松松得神器，简..
https://www.biqukan.cc/book/19848/,妖龙古帝,遥望南山 / 著, 古帝重生，横扫天下！ 凡是妖龙大家族的兄弟姐妹们，都可加这个群号【573048376】 
https://www.biqukan.cc/book/52686/,魔帝归来,鸡汤豆脑 / 著, 魔帝李凌大闹九天之后惨遭十方仙尊偷袭，不幸陨落重回少年。曾经，他能逼得凤凰折翼、朱雀断翅！如今，他誓要弥补遗憾，重登魔道之巅..
https://www.biqukan.cc/book/48596/,一剑独尊,青鸾峰上 / 著, 生死看淡，不服就干。 
https://www.biqukan.cc/book/202/,武逆焚天,疯橘子 / 著, 神奇的大陆，因神兽而支离破碎，又因神兽而得以重生！！ 各方势力追寻多年的重宝出世，一场腥风血雨正在酝酿…… 有些人眼中..
https://www.biqukan.cc/book/57344/,魔王不必被打倒,如倾如诉 / 著, “我是勇者，来自于异世界。” “女神把我召唤到这个世界里来，目的是为了让我打倒危害世界的魔王，让世界恢复和平。” “我..
https://www.biqukan.cc/book/7696/,绝代神主,百里龙虾 / 著, （完本作品）苏家少主苏莫，觉醒出逆天武魂，却被认为是最低级的垃圾武魂，受尽屈辱……且看苏莫如何凭借着逆天武魂，一路崛起，一路..
https://www.biqukan.cc/book/2033/,混沌剑神,心星逍遥 / 著, 剑尘，江湖中公认的第一高手，一手快剑法出神入化，无人能破，当他与消失百年的绝世高手独孤求败一战之后，身死而亡。 死后，剑尘..
https://www.biqukan.cc/book/29824/,破天录,唐川 / 著, 宁欺耄耋白首翁，莫欺年少贫与穷。他日若遂凌云志，敢上青天破苍穹。 =================================================== ..
https://www.biqukan.cc/book/17811/,剑来,烽火戏诸侯 / 著, 大千世界，无奇不有。我陈平安，唯有一剑，可搬山，倒海，降妖，镇魔，敕神，摘星，断江，摧城，开天！ 
https://www.biqukan.cc/book/57077/,我家师父超凶哒,林二臣 / 著, 陆尘有五位师父。 大师父，一域之主，冠绝古今。 二师父，圣地之主，修为盖世。 三师父，千古女帝，名传世间。 四师..
https://www.biqukan.cc/book/13985/,最强医仙混都市,五滴风油精 / 著, 他是最强医仙，混迹都市，风生水起。他是最强男人，花都逍遥，群芳来袭。他是方川，他只想做一个安静的美男子，奈何美女前仆后继，他..
https://www.biqukan.cc/book/56151/,上门赘婿,岳风柳萱 / 著, 岳母：好女婿，求求你别离开我女儿... ------------------ （向下翻动一点，作者发布任务。投一颗钻石，必得50岩币！还有几率..
https://www.biqukan.cc/book/16481/,武破九荒,无敌小贝 / 著, 真灵大陆，天骄当世，妖孽争锋，王者长啸可落星辰，皇者翻手可遮苍穹。出身卑微的少年萧叶，得远古传承，从此武极天下，横推万敌，战..
https://www.biqukan.cc/book/2042/,武神至尊,我吃面包 / 著,
https://www.biqukan.cc/book/6131/,养鬼为祸,浮梦流年 / 著, 我从出生前就给人算计了，五阴俱全，天生招厉鬼，懂行的先生说我活不过七岁，死后是要给人养成血衣小鬼害人的。外婆为了救我，给我娶..
https://www.biqukan.cc/book/56193/,大梦山海之史诗战役,风御九秋 / 著, 分合盛衰应玄黄气数；明暗正邪齐阴阳循环；伪圣天诛脱困现世，人族再遭千古浩劫......（此书为大梦山海征文作品） 
https://www.biqukan.cc/book/38581/,剑域神王,鱼头初六 / 著, 一滴血，点燃生灭轮回，一卷经，屠尽诸天万界，一柄剑，横行玄穹宙宇。 落魄少年楚天策生死之间觉醒剑王血脉，得到无上传承，破强..
https://www.biqukan.cc/book/485/,修罗武神,善良的蜜蜂 / 著, 论潜力，不算天才，可玄功武技，皆可无师自通。 论魅力，千金小姐算什么，妖女圣女，都爱我欲罢不能。 论实力，任凭你有万千..
https://www.biqukan.cc/book/3472/,百炼飞升录,虚眞 / 著,
https://www.biqukan.cc/book/4532/,神医弃女：鬼帝的驭兽狂妃,MS芙子 / 著, 13岁的叶家傻女，一朝重生！ 坐拥万能神鼎，身怀灵植空间，她不再是人见人欺的废材弃女！ 药毒无双，神医也要靠边站；灵兽..
https://www.biqukan.cc/book/31494/,神医弃女,MS芙子 / 著, 13岁的叶家傻女，一朝重生！ 坐拥万能神鼎，身怀灵植空间，她不再是人见人欺的废材弃女！ 药毒无双，神医也要靠边站；灵兽求..
